Address,Transaction date,B. Age,Transaction Price,Saleable Area,Building Name,Area
FLAT 5 5/F HANG SING MANSION,19/10/2020,48,$6.05M,405s.f.,HANG SING MANSION,Kennedy Town/SYP
FLAT 2 5/F HANG SING MANSION,26/8/2020,48,$5.88M,390s.f.,HANG SING MANSION,Kennedy Town/SYP
FLAT 3 9/F HANG SING MANSION,31/7/2020,48,$6.10M,390s.f.,HANG SING MANSION,Kennedy Town/SYP
FLAT A 3/F TRESEND GARDEN,10/11/2020,30,$8.98M,575s.f.,TRESEND GARDEN,Kennedy Town/SYP
FLAT A 4/F TRESEND GARDEN,14/10/2020,30,$9.30M,575s.f.,TRESEND GARDEN,Kennedy Town/SYP
FLAT B 14/F TRESEND GARDEN,28/7/2020,30,$10.00M,575s.f.,TRESEND GARDEN,Kennedy Town/SYP
FLAT B 15/F TRESEND GARDEN,20/7/2020,30,$10.30M,575s.f.,TRESEND GARDEN,Kennedy Town/SYP
FLAT G 12/F THE NOVA,20/10/2020,4,$10.00M,394s.f.,THE NOVA,Kennedy Town/SYP
FLAT F 33/F THE NOVA,6/10/2020,4,$21.50M,764s.f.,THE NOVA,Kennedy Town/SYP
FLAT J 18/F THE NOVA,29/9/2020,4,$10.88M,499s.f.,THE NOVA,Kennedy Town/SYP
FLAT B 35/F THE NOVA,2/9/2020,4,$11.28M,495s.f.,THE NOVA,Kennedy Town/SYP
NO. 408 (REAR) 7/F DES VOEUX ROAD WEST BUILDING,24/12/2020,58,$6.00M,551s.f.,DES VOEUX ROAD WEST BUILDING,Kennedy Town/SYP
NO. 406A (REAR) 12/F DES VOEUX ROAD WEST BUILDING,7/12/2020,58,$5.65M,551s.f.,DES VOEUX ROAD WEST BUILDING,Kennedy Town/SYP
NO. 406E (REAR) 12/F DES VOEUX ROAD WEST BUILDING,13/11/2020,58,$5.73M,551s.f.,DES VOEUX ROAD WEST BUILDING,Kennedy Town/SYP
NO. 408A/B (FRONT) 11/F DES VOEUX ROAD WEST BUILDING,28/7/2020,58,$6.50M,650s.f.,DES VOEUX ROAD WEST BUILDING,Kennedy Town/SYP
FLAT 10 12/F LUEN HONG APARTMENTS,21/12/2020,49,$5.35M,391s.f.,LUEN HONG APARTMENTS,Kennedy Town/SYP
FLAT 4 8/F LUEN HONG APARTMENTS,17/12/2020,49,$5.28M,391s.f.,LUEN HONG APARTMENTS,Kennedy Town/SYP
FLAT 10 16/F LUEN HONG APARTMENTS,27/11/2020,49,$5.65M,391s.f.,LUEN HONG APARTMENTS,Kennedy Town/SYP
FLAT 4 6/F LUEN HONG APARTMENTS,13/11/2020,49,$5.30M,391s.f.,LUEN HONG APARTMENTS,Kennedy Town/SYP
FLAT D 8/F CHESTER COURT,11/12/2020,33,$8.83M,488s.f.,CHESTER COURT,Kennedy Town/SYP
FLAT F 3/F CHESTER COURT,3/12/2020,33,$6.05M,349s.f.,CHESTER COURT,Kennedy Town/SYP
FLAT D 10/F CHESTER COURT,17/11/2020,33,$8.95M,488s.f.,CHESTER COURT,Kennedy Town/SYP
FLAT E 22/F CHESTER COURT,6/10/2020,33,$6.50M,349s.f.,CHESTER COURT,Kennedy Town/SYP
FLAT D 7/F THE HUDSON,23/10/2020,4,$10.10M,464s.f.,THE HUDSON,Kennedy Town/SYP
FLAT C 16/F THE HUDSON,15/10/2020,4,$16.35M,658s.f.,THE HUDSON,Kennedy Town/SYP
FLAT D 17/F THE HUDSON,31/7/2020,4,$9.00M,464s.f.,THE HUDSON,Kennedy Town/SYP
FLAT B 5/F THE HUDSON,24/7/2020,4,$7.60M,322s.f.,THE HUDSON,Kennedy Town/SYP
FLAT E 19/F PO TAK MANSION,30/9/2020,36,$5.25M,297s.f.,PO TAK MANSION,Kennedy Town/SYP
FLAT A 13/F PO TAK MANSION,10/9/2020,36,$6.03M,322s.f.,PO TAK MANSION,Kennedy Town/SYP
FLAT A 18/F PO TAK MANSION,18/8/2020,36,$5.50M,322s.f.,PO TAK MANSION,Kennedy Town/SYP
FLAT A 4/F PO TAK MANSION,31/7/2020,36,$5.83M,322s.f.,PO TAK MANSION,Kennedy Town/SYP
FLAT D 30/F THE MET. SUBLIME,7/1/2021,7,$7.33M,328s.f.,THE MET. SUBLIME,Kennedy Town/SYP
FLAT C 6/F THE MET. SUBLIME,23/10/2020,6,$5.88M,259s.f.,THE MET. SUBLIME,Kennedy Town/SYP
FLAT B 22/F THE MET. SUBLIME,14/8/2020,6,$6.20M,259s.f.,THE MET. SUBLIME,Kennedy Town/SYP
FLAT D 12/F THE MET. SUBLIME,3/8/2020,6,$6.80M,328s.f.,THE MET. SUBLIME,Kennedy Town/SYP
FLAT A 2/F SHUN FAI BUILDING,20/11/2020,27,$5.75M,323s.f.,SHUN FAI BUILDING,Kennedy Town/SYP
FLAT B 20/F SHUN FAI BUILDING,3/11/2020,27,$5.80M,302s.f.,SHUN FAI BUILDING,Kennedy Town/SYP
FLAT C 20/F SHUN FAI BUILDING,24/9/2020,27,$6.45M,323s.f.,SHUN FAI BUILDING,Kennedy Town/SYP
FLAT A 1/F SHUN FAI BUILDING,11/9/2020,27,$7.53M,323s.f.,SHUN FAI BUILDING,Kennedy Town/SYP
FLAT D 19/F BLOCK 1 KONG CHIAN TOWER,18/12/2020,34,$5.38M,279s.f.,KONG CHIAN TOWER,Kennedy Town/SYP
FLAT C 17/F BLOCK 1 KONG CHIAN TOWER,4/12/2020,34,$5.25M,285s.f.,KONG CHIAN TOWER,Kennedy Town/SYP
FLAT D 22/F BLOCK 2 KONG CHIAN TOWER,22/10/2020,34,$5.38M,279s.f.,KONG CHIAN TOWER,Kennedy Town/SYP
FLAT C 14/F BLOCK 1 KONG CHIAN TOWER,8/10/2020,34,$5.05M,285s.f.,KONG CHIAN TOWER,Kennedy Town/SYP
FLAT 1 2/F BLOCK A KA FU BUILDING,16/11/2020,38,$8.70M,527s.f.,KA FU BUILDING,Kennedy Town/SYP
FLAT 1 21/F BLOCK A KA FU BUILDING,4/11/2020,38,$9.68M,527s.f.,KA FU BUILDING,Kennedy Town/SYP
FLAT 2 13/F BLOCK A KA FU BUILDING,12/10/2020,38,$9.70M,527s.f.,KA FU BUILDING,Kennedy Town/SYP
FLAT 1 19/F BLOCK A KA FU BUILDING,7/10/2020,38,$9.10M,527s.f.,KA FU BUILDING,Kennedy Town/SYP
FLAT B 9/F PO LUNG COURT (TOWER 1 ) YING GA GARDEN,16/12/2020,29,$7.45M,377s.f.,YING GA GARDEN,Kennedy Town/SYP
FLAT D 11/F TAI PAK COURT (TOWER 2) YING GA GARDEN,18/11/2020,29,$8.00M,482s.f.,YING GA GARDEN,Kennedy Town/SYP
FLAT D 23/F PO LUNG COURT (TOWER 1 ) YING GA GARDEN,22/10/2020,29,$9.48M,482s.f.,YING GA GARDEN,Kennedy Town/SYP
FLAT B 24/F TO LI COURT (TOWER 3) YING GA GARDEN,23/7/2020,29,$8.00M,377s.f.,YING GA GARDEN,Kennedy Town/SYP
FLAT 3 5/F BLOCK B JADE COURT,18/11/2020,39,$4.85M,284s.f.,JADE COURT,Kennedy Town/SYP
FLAT 1 20/F BLOCK B JADE COURT,3/11/2020,39,$5.74M,313s.f.,JADE COURT,Kennedy Town/SYP
FLAT 4 12/F BLOCK B JADE COURT,2/11/2020,39,$5.75M,284s.f.,JADE COURT,Kennedy Town/SYP
FLAT 1 7/F BLOCK A JADE COURT,21/10/2020,39,$5.52M,313s.f.,JADE COURT,Kennedy Town/SYP
FLAT A 22/F BLOCK B CHONG YIP CENTRE,5/11/2020,39,$5.80M,305s.f.,CHONG YIP CENTRE,Kennedy Town/SYP
FLAT B 21/F BLOCK C CHONG YIP CENTRE,30/9/2020,39,$6.80M,376s.f.,CHONG YIP CENTRE,Kennedy Town/SYP
FLAT C 22/F BLOCK A CHONG YIP CENTRE,3/8/2020,39,$6.45M,376s.f.,CHONG YIP CENTRE,Kennedy Town/SYP
FLAT H 6/F BLOCK B CHONG YIP CENTRE,29/7/2020,39,$4.70M,270s.f.,CHONG YIP CENTRE,Kennedy Town/SYP
FLAT A 22/F SERENE COURT,30/12/2020,30,$8.90M,475s.f.,SERENE COURT,Kennedy Town/SYP
FLAT F 8/F SERENE COURT,29/10/2020,30,$8.00M,475s.f.,SERENE COURT,Kennedy Town/SYP
FLAT B 6/F SERENE COURT,21/10/2020,30,$8.45M,475s.f.,SERENE COURT,Kennedy Town/SYP
FLAT E 1/F SERENE COURT,29/7/2020,30,$7.70M,475s.f.,SERENE COURT,Kennedy Town/SYP
FLAT H 9/F YEE FUNG COURT,7/1/2021,30,$7.32M,438s.f.,YEE FUNG COURT,Kennedy Town/SYP
FLAT C 24/F YEE FUNG COURT,16/11/2020,29,$7.50M,344s.f.,YEE FUNG COURT,Kennedy Town/SYP
FLAT C 14/F YEE FUNG COURT,24/7/2020,29,$6.90M,344s.f.,YEE FUNG COURT,Kennedy Town/SYP
FLAT H 10/F YEE FUNG COURT,17/7/2020,29,$8.18M,438s.f.,YEE FUNG COURT,Kennedy Town/SYP
FLAT C 15/F SOHO 189,6/11/2020,8,$18.20M,746s.f.,SOHO 189,Kennedy Town/SYP
FLAT A 37/F SOHO 189,21/10/2020,8,$20.80M,850s.f.,SOHO 189,Kennedy Town/SYP
FLAT B 37/F SOHO 189,24/9/2020,8,$22.38M,882s.f.,SOHO 189,Kennedy Town/SYP
FLAT A 25/F SOHO 189,30/7/2020,8,$20.00M,853s.f.,SOHO 189,Kennedy Town/SYP
FLAT C 30/F BLOCK 1 DRAGONFAIR GARDEN,18/12/2020,28,$6.70M,307s.f.,DRAGONFAIR GARDEN,Kennedy Town/SYP
FLAT B 24/F BLOCK 2 DRAGONFAIR GARDEN,4/9/2020,28,$6.63M,307s.f.,DRAGONFAIR GARDEN,Kennedy Town/SYP
FLAT B 17/F BLOCK 1 DRAGONFAIR GARDEN,14/8/2020,28,$6.50M,307s.f.,DRAGONFAIR GARDEN,Kennedy Town/SYP
FLAT A 22/F BLOCK 1 DRAGONFAIR GARDEN,3/8/2020,28,$8.77M,465s.f.,DRAGONFAIR GARDEN,Kennedy Town/SYP
FLAT A2 16/F BLOCK A BELCHER COURT,15/10/2020,35,$7.30M,374s.f.,BELCHER COURT,Kennedy Town/SYP
FLAT B2 14/F BLOCK B BELCHER COURT,7/10/2020,35,$7.48M,374s.f.,BELCHER COURT,Kennedy Town/SYP
FLAT B3 15/F BLOCK B BELCHER COURT,30/9/2020,35,$8.00M,385s.f.,BELCHER COURT,Kennedy Town/SYP
FLAT B3 18/F BLOCK B BELCHER COURT,27/7/2020,35,$7.93M,385s.f.,BELCHER COURT,Kennedy Town/SYP
FLAT A 17/F TOWER 1 YUK MING TOWERS,14/12/2020,29,$7.68M,410s.f.,YUK MING TOWERS,Kennedy Town/SYP
FLAT A 7/F TOWER 1 YUK MING TOWERS,12/11/2020,29,$7.38M,410s.f.,YUK MING TOWERS,Kennedy Town/SYP
FLAT E 13/F TOWER 2 YUK MING TOWERS,30/10/2020,29,$6.50M,411s.f.,YUK MING TOWERS,Kennedy Town/SYP
FLAT A 20/F TOWER 1 YUK MING TOWERS,24/7/2020,29,$7.78M,410s.f.,YUK MING TOWERS,Kennedy Town/SYP
FLAT 3 6/F BLOCK A HOI TAO BUILDING,10/12/2020,54,$4.91M,327s.f.,HOI TAO BUILDING,Kennedy Town/SYP
FLAT 2 7/F BLOCK A HOI TAO BUILDING,2/9/2020,54,$4.78M,314s.f.,HOI TAO BUILDING,Kennedy Town/SYP
FLAT 8 12/F BLOCK C HOI TAO BUILDING,21/8/2020,54,$4.65M,340s.f.,HOI TAO BUILDING,Kennedy Town/SYP
FLAT 1 5/F BLOCK B HOI TAO BUILDING,7/8/2020,54,$4.98M,374s.f.,HOI TAO BUILDING,Kennedy Town/SYP
FLAT 2 19/F BLOCK B WAH MING CENTRE,30/11/2020,35,$6.40M,338s.f.,WAH MING CENTRE,Kennedy Town/SYP
FLAT 6 19/F BLOCK A WAH MING CENTRE,12/11/2020,35,$5.30M,290s.f.,WAH MING CENTRE,Kennedy Town/SYP
FLAT 3 25/F BLOCK B WAH MING CENTRE,28/10/2020,35,$6.64M,338s.f.,WAH MING CENTRE,Kennedy Town/SYP
FLAT 7 6/F BLOCK A NAM HUNG MANSION,7/1/2021,47,$5.30M,362s.f.,NAMHUNG MANSION,Kennedy Town/SYP
FLAT 1 10/F BLOCK B NAM HUNG MANSION,28/9/2020,46,$6.38M,391s.f.,NAMHUNG MANSION,Kennedy Town/SYP
FLAT 5 3/F BLOCK A NAM HUNG MANSION,21/7/2020,46,$6.00M,391s.f.,NAMHUNG MANSION,Kennedy Town/SYP
FLAT C 12/F BLOCK 2 ELEGANT GARDEN,16/12/2020,33,$7.50M,417s.f.,ELEGANT GARDEN,Kennedy Town/SYP
FLAT F 8/F BLOCK 2 ELEGANT GARDEN,26/11/2020,33,$7.00M,404s.f.,ELEGANT GARDEN,Kennedy Town/SYP
FLAT A 28/F BLOCK 1 ELEGANT GARDEN,25/11/2020,33,$8.27M,404s.f.,ELEGANT GARDEN,Kennedy Town/SYP
FLAT 4 13/F BLOCK 2 (B) KAM LING COURT,24/12/2020,41,$4.90M,269s.f.,KAM LING COURT,Kennedy Town/SYP
FLAT 6 11/F BLOCK 2 (B) KAM LING COURT,27/10/2020,41,$5.85M,382s.f.,KAM LING COURT,Kennedy Town/SYP
FLAT 2 4/F BLOCK 1 (A) KAM LING COURT (with flat roof),28/7/2020,41,$6.68M,365s.f.,KAM LING COURT,Kennedy Town/SYP
FLAT C 23/F LUNG CHEUNG GARDEN,11/8/2020,26,$7.80M,369s.f.,LUNG CHEUNG GARDEN,Kennedy Town/SYP
FLAT C 12/F LUNG CHEUNG GARDEN,28/7/2020,26,$7.85M,369s.f.,LUNG CHEUNG GARDEN,Kennedy Town/SYP
FLAT A 22/F LUNG CHEUNG GARDEN,16/7/2020,26,$8.82M,425s.f.,LUNG CHEUNG GARDEN,Kennedy Town/SYP
FLAT A 14/F WO FAT BUILDING,17/12/2020,45,$4.55M,258s.f.,WO FAT BUILDING,Kennedy Town/SYP
FLAT E 8/F WO FAT BUILDING,5/10/2020,45,$5.68M,295s.f.,WO FAT BUILDING,Kennedy Town/SYP
FLAT C 9/F WO FAT BUILDING,20/7/2020,45,$5.00M,274s.f.,WO FAT BUILDING,Kennedy Town/SYP
FLAT D 30/F HARBOUR ONE,12/10/2020,8,$28.80M,1127s.f.,HARBOUR ONE,Kennedy Town/SYP
FLAT B 19/F HARBOUR ONE,9/9/2020,8,$18.00M,662s.f.,HARBOUR ONE,Kennedy Town/SYP
FLAT D 25/F HARBOUR ONE,14/8/2020,8,$30.68M,1127s.f.,HARBOUR ONE,Kennedy Town/SYP
FLAT C 42/F CADOGAN,5/1/2021,7,$9.68M,377s.f.,CADOGAN,Kennedy Town/SYP
FLAT B 41/F CADOGAN,25/11/2020,6,$9.98M,346s.f.,CADOGAN,Kennedy Town/SYP
FLAT B 19/F CADOGAN,13/8/2020,6,$8.83M,348s.f.,CADOGAN,Kennedy Town/SYP
NO. 425P (REAR) 2/F NO. 425N - 425P WING WAH MANSION,21/12/2020,58,$5.00M,476s.f.,WING WAH MANSION,Kennedy Town/SYP
NO. 425V (REAR) 13/F NO. 425U - 425V WING WAH MANSION,1/12/2020,58,$5.38M,476s.f.,WING WAH MANSION,Kennedy Town/SYP
NO. 425P (REAR) 11/F NO. 425N - 425P WING WAH MANSION,1/12/2020,58,$5.00M,476s.f.,WING WAH MANSION,Kennedy Town/SYP
FLAT D 1/F BLOCK 2 HOI SING BUILDING,27/11/2020,27,$8.30M,363s.f.,HOI SING BUILDING,Kennedy Town/SYP
FLAT B 21/F BLOCK 1 HOI SING BUILDING,7/9/2020,29,$6.32M,327s.f.,HOI SING BUILDING,Kennedy Town/SYP
FLAT B 13/F BLOCK 2 HOI SING BUILDING,17/7/2020,27,$5.30M,307s.f.,HOI SING BUILDING,Kennedy Town/SYP
FLAT C 9/F ASPEN COURT,24/9/2020,30,$6.78M,328s.f.,ASPEN COURT,Kennedy Town/SYP
FLAT B 20/F ASPEN COURT,13/8/2020,30,$7.65M,375s.f.,ASPEN COURT,Kennedy Town/SYP
FLAT C 5/F ASPEN COURT,30/7/2020,30,$6.50M,328s.f.,ASPEN COURT,Kennedy Town/SYP
FLAT C 10/F IMPERIAL TERRACE,16/11/2020,21,$5.40M,250s.f.,IMPERIAL TERRACE,Kennedy Town/SYP
FLAT A 7/F IMPERIAL TERRACE,17/9/2020,21,$6.00M,292s.f.,IMPERIAL TERRACE,Kennedy Town/SYP
FLAT D 4/F IMPERIAL TERRACE,5/8/2020,21,$5.90M,292s.f.,IMPERIAL TERRACE,Kennedy Town/SYP
FLAT A 21/F MAN KWONG COURT,3/12/2020,23,$6.70M,364s.f.,MAN KWONG COURT,Kennedy Town/SYP
FLAT A 20/F MAN KWONG COURT,11/9/2020,23,$7.10M,364s.f.,MAN KWONG COURT,Kennedy Town/SYP
FLAT E 4/F MAN KWONG COURT,17/7/2020,23,$6.65M,395s.f.,MAN KWONG COURT,Kennedy Town/SYP
FLAT D 23/F HILL COURT (with roof),9/12/2020,25,$7.25M,299s.f.,HILL COURT,Kennedy Town/SYP
FLAT B 12/F HILL COURT,24/9/2020,25,$6.48M,309s.f.,HILL COURT,Kennedy Town/SYP
FLAT C 19/F HILL COURT,3/8/2020,25,$6.67M,299s.f.,HILL COURT,Kennedy Town/SYP
FLAT 9 (NO. 358A) 13/F CHUNG AH MANSION,22/12/2020,56,$4.30M,343s.f.,CHUNG AH MANSION,Kennedy Town/SYP
FLAT 9 (NO. 358A) 6/F CHUNG AH MANSION,14/12/2020,56,$4.05M,343s.f.,CHUNG AH MANSION,Kennedy Town/SYP
FLAT 1 (NO. 352) 9/F CHUNG AH MANSION,21/9/2020,56,$7.88M,704s.f.,CHUNG AH MANSION,Kennedy Town/SYP
FLAT E 17/F HANG (HAN) YU BUILDING,22/12/2020,40,$3.30M,195s.f.,HANG (HAN) YU BUILDING,Kennedy Town/SYP
FLAT F 18/F HANG (HAN) YU BUILDING,4/11/2020,40,$3.80M,195s.f.,HANG (HAN) YU BUILDING,Kennedy Town/SYP
FLAT A 16/F HANG (HAN) YU BUILDING,3/11/2020,40,$5.18M,265s.f.,HANG (HAN) YU BUILDING,Kennedy Town/SYP
FLAT A 31/F HIGH WEST,23/9/2020,6,$12.48M,524s.f.,HIGH WEST,Kennedy Town/SYP
FLAT E 12/F HIGH WEST,5/8/2020,6,$6.40M,293s.f.,HIGH WEST,Kennedy Town/SYP
FLAT D 30/F HIGH WEST,27/7/2020,6,$7.38M,293s.f.,HIGH WEST,Kennedy Town/SYP
FLAT 4 2/F LUEN GAY APARTMENTS,22/10/2020,48,$4.85M,382s.f.,LUEN GAY APARTMENTS,Kennedy Town/SYP
FLAT 2 14/F LUEN GAY APARTMENTS,30/7/2020,48,$5.30M,371s.f.,LUEN GAY APARTMENTS,Kennedy Town/SYP
FLAT 6 3/F LUEN GAY APARTMENTS,21/7/2020,48,$5.05M,327s.f.,LUEN GAY APARTMENTS,Kennedy Town/SYP
FLAT 8 10/F LUEN YAU APARTMENTS,25/11/2020,48,$5.00M,323s.f.,LUEN YAU APARTMENTS,Kennedy Town/SYP
FLAT 3 18/F LUEN YAU APARTMENTS,18/9/2020,48,$5.95M,397s.f.,LUEN YAU APARTMENTS,Kennedy Town/SYP
FLAT 5 4/F LUEN YAU APARTMENTS,17/9/2020,48,$5.00M,323s.f.,LUEN YAU APARTMENTS,Kennedy Town/SYP
NO. 478 (FRONT) 6/F WING HING HOUSE,8/12/2020,55,$6.50M,517s.f.,WING HING HOUSE,Kennedy Town/SYP
NO. 476 (FRONT) 5/F WING HING HOUSE,3/12/2020,55,$6.10M,515s.f.,WING HING HOUSE,Kennedy Town/SYP
NO. 480 (FRONT) 10/F WING HING HOUSE (with roof),19/11/2020,55,$6.27M,485s.f.,WING HING HOUSE,Kennedy Town/SYP
FLAT A 6/F WING CHEUNG BUILDING,10/12/2020,33,$5.45M,278s.f.,WING CHEUNG BUILDING,Kennedy Town/SYP
FLAT C 13/F WING CHEUNG BUILDING,9/10/2020,33,$5.98M,295s.f.,WING CHEUNG BUILDING,Kennedy Town/SYP
FLAT C 12/F WING CHEUNG BUILDING,31/7/2020,33,$5.93M,295s.f.,WING CHEUNG BUILDING,Kennedy Town/SYP
FLAT B 3/F SHUN TAI BUILDING,16/10/2020,28,$4.60M,252s.f.,SHUN TAI BUILDING,Kennedy Town/SYP
FLAT B 21/F SHUN TAI BUILDING,8/10/2020,28,$5.25M,252s.f.,SHUN TAI BUILDING,Kennedy Town/SYP
FLAT C 23/F SHUN TAI BUILDING (with roof),6/10/2020,28,$6.00M,295s.f.,SHUN TAI BUILDING,Kennedy Town/SYP
FLAT C 8/F MUI FUNG APARTMENTS,31/12/2020,58,$5.50M,537s.f.,MUI FUNG APARTMENTS,Kennedy Town/SYP
FLAT B 7/F MUI FUNG APARTMENTS,29/12/2020,57,$5.43M,477s.f.,MUI FUNG APARTMENTS,Kennedy Town/SYP
FLAT D 5/F MUI FUNG APARTMENTS,14/9/2020,57,$4.53M,343s.f.,MUI FUNG APARTMENTS,Kennedy Town/SYP
FLAT C 11/F LA MAISON DU NORD,23/10/2020,17,$7.50M,350s.f.,LA MAISON DU NORD,Kennedy Town/SYP
FLAT A 23/F LA MAISON DU NORD,31/8/2020,17,$7.60M,327s.f.,LA MAISON DU NORD,Kennedy Town/SYP
FLAT A 15/F KENSINGTON HILL,7/8/2020,4,$21.50M,864s.f.,KENSINGTON HILL,Kennedy Town/SYP
FLAT C 14/F ROCKSON MANSION,19/11/2020,38,$4.42M,237s.f.,ROCKSON MANSION,Kennedy Town/SYP
FLAT A 4/F ROCKSON MANSION,22/7/2020,38,$4.20M,237s.f.,ROCKSON MANSION,Kennedy Town/SYP
FLAT C 20/F RICHSUN GARDEN,21/12/2020,21,$7.50M,363s.f.,RICHSUN GARDEN,Kennedy Town/SYP
FLAT C 13/F RICHSUN GARDEN,29/7/2020,21,$7.45M,363s.f.,RICHSUN GARDEN,Kennedy Town/SYP
FLAT B 10/F SHUN CHEONG BUILDING,16/7/2020,19,$6.70M,360s.f.,SHUN CHEONG BUILDING,Kennedy Town/SYP
FLAT A 3/F KAM HO COURT,19/11/2020,32,$4.88M,244s.f.,KAM HO COURT,Kennedy Town/SYP
FLAT B 23/F KAM HO COURT (with roof),16/9/2020,32,$5.28M,233s.f.,KAM HO COURT,Kennedy Town/SYP
FLAT A 24/F FORTUNE VILLA,24/12/2020,30,$7.30M,361s.f.,FORTUNE VILLA,Kennedy Town/SYP
FLAT B 21/F FORTUNE VILLA,13/8/2020,30,$6.95M,357s.f.,FORTUNE VILLA,Kennedy Town/SYP
FLAT B 12/F CHEONG KAT MANSION,30/7/2020,40,$4.40M,237s.f.,CHEONG KAT MANSION,Kennedy Town/SYP
FLAT A 23/F CHEONG KAT MANSION,28/7/2020,40,$4.00M,233s.f.,CHEONG KAT MANSION,Kennedy Town/SYP
FLAT C 17/F JOHNSON MANSION (with roof),9/12/2020,47,$5.45M,323s.f.,JOHNSON MANSION,Kennedy Town/SYP
FLAT E 8/F JOHNSON MANSION,12/8/2020,47,$5.85M,405s.f.,JOHNSON MANSION,Kennedy Town/SYP
FLAT A 7/F CHING TAK BUILDING,28/10/2020,53,$4.60M,385s.f.,CHING TAK BUILDING,Kennedy Town/SYP
FLAT C 13/F CHING TAK BUILDING,1/9/2020,53,$4.00M,265s.f.,CHING TAK BUILDING,Kennedy Town/SYP
FLAT D 21/F NICE GARDEN,21/10/2020,28,$9.99M,526s.f.,NICE GARDEN,Kennedy Town/SYP
FLAT A 14/F NICE GARDEN,20/8/2020,28,$8.30M,464s.f.,NICE GARDEN,Kennedy Town/SYP
FLAT B 18/F AXEFORD VILLA,16/11/2020,26,$6.66M,338s.f.,AXEFORD VILLA,Kennedy Town/SYP
FLAT B 3/F AXEFORD VILLA,4/8/2020,26,$6.53M,338s.f.,AXEFORD VILLA,Kennedy Town/SYP
FLAT D 11/F LECHLER COURT,3/11/2020,25,$9.50M,503s.f.,LECHLER COURT,Kennedy Town/SYP
FLAT B 13/F LECHLER COURT,21/10/2020,25,$10.00M,692s.f.,LECHLER COURT,Kennedy Town/SYP
FLAT 3 18/F TAK LEE BUILDING,2/12/2020,34,$4.15M,201s.f.,TAK LEE BUILDING,Kennedy Town/SYP
FLAT 3 12/F TAK LEE BUILDING,6/10/2020,34,$4.00M,201s.f.,TAK LEE BUILDING,Kennedy Town/SYP
FLAT A 9/F LUNGGA MANSION,8/1/2021,43,$4.30M,297s.f.,LUNGGA MANSION,Kennedy Town/SYP
FLAT A1 18/F LUNGGA MANSION,26/8/2020,42,$4.60M,265s.f.,LUNGGA MANSION,Kennedy Town/SYP
FLAT B 22/F GRAND SCHOLAR,29/9/2020,14,$9.33M,440s.f.,GRAND SCHOLAR,Kennedy Town/SYP
FLAT B 25/F GRAND SCHOLAR,4/8/2020,14,$9.48M,440s.f.,GRAND SCHOLAR,Kennedy Town/SYP
FLAT D 25/F SUNGLOW BUILDING,18/12/2020,31,$8.80M,411s.f.,SUNGLOW BUILDING,Kennedy Town/SYP
FLAT E 7/F SUNGLOW BUILDING,8/12/2020,31,$7.00M,466s.f.,SUNGLOW BUILDING,Kennedy Town/SYP
FLAT 2 7/F NAN HAI MANSION,16/12/2020,36,$5.75M,316s.f.,NAN HAI MANSION,Kennedy Town/SYP
FLAT 2 27/F NAN HAI MANSION,20/11/2020,36,$5.00M,316s.f.,NAN HAI MANSION,Kennedy Town/SYP
FLAT 7 15/F CHEUNG LING MANSION,16/11/2020,40,$5.60M,290s.f.,CHEUNG LING MANSION,Kennedy Town/SYP
FLAT 3 23/F CHEUNG LING MANSION (with roof),12/8/2020,40,$5.40M,272s.f.,CHEUNG LING MANSION,Kennedy Town/SYP
FLAT 4 15/F LUEN WAI APARTMENT,20/11/2020,49,$5.70M,391s.f.,LUEN WAI APARTMENT,Kennedy Town/SYP
FLAT 7 16/F LUEN WAI APARTMENT,31/7/2020,49,$4.50M,391s.f.,LUEN WAI APARTMENT,Kennedy Town/SYP
FLAT 4 6/F YIP CHEONG (CHEUNG) BUILDING,8/12/2020,50,$7.00M,592s.f.,YIP CHEONG (CHEUNG) BUILDING,Kennedy Town/SYP
FLAT 17 7/F YIP CHEONG (CHEUNG) BUILDING,17/9/2020,50,$5.35M,465s.f.,YIP CHEONG (CHEUNG) BUILDING,Kennedy Town/SYP
FLAT E 17/F SEA VIEW MANSION,29/12/2020,41,$6.12M,344s.f.,SEA VIEW MANSION,Kennedy Town/SYP
FLAT B 20/F SEA VIEW MANSION,17/9/2020,41,$5.90M,340s.f.,SEA VIEW MANSION,Kennedy Town/SYP
FLAT A 7/F HING WONG BUILDING,24/12/2020,30,$8.00M,389s.f.,HING WONG BUILDING,Kennedy Town/SYP
FLAT A 16/F HING WONG BUILDING,1/12/2020,30,$7.88M,389s.f.,HING WONG BUILDING,Kennedy Town/SYP
FLAT A 20/F MEI WAH MANSION,23/11/2020,40,$4.52M,254s.f.,MEI WAH MANSION,Kennedy Town/SYP
FLAT A 5/F MEI WAH MANSION,28/9/2020,40,$4.00M,254s.f.,MEI WAH MANSION,Kennedy Town/SYP
FLAT A 15/F EIGHT SOUTH LANE,17/9/2020,5,$7.43M,323s.f.,EIGHT SOUTH LANE,Kennedy Town/SYP
FLAT A 3/F TO LI GARDEN,3/8/2020,43,$6.12M,372s.f.,TO LI GARDEN,Kennedy Town/SYP
FLAT D 6/F TO LI GARDEN,27/7/2020,43,$6.38M,418s.f.,TO LI GARDEN,Kennedy Town/SYP
